link,name,time,空间评分,空间,驾驶感受评分,驾驶感受,续航评分,续航,外观评分,外观,内饰评分,内饰,性价比评分,性价比,智能化评分,智能化,其他评分,其他
https://k.autohome.com.cn/detail/view_01g8svpm8j6gt3jdhm6cw00000.html#pvareaid=2112108,自由_远方,2022-07-25,3,后排坐感一般，中间凸起不适合坐人,5,单电机7秒多还是够用,5,操控很不错，高速上超车很稳,5,这车高速很省电，比我以前的电高还省,4,减震有点偏硬，但总体说还是很好，能接受,5,首先看中的就是外观，喜欢这种肌肉风格,5,内饰是属于轻奢风格，简单大气，关键是没有异味,5,要说性价比那我这台极星2可以说性价比很高的，入门版的安全配置和高配的都一样但价格在同级别还是很有有优势的，只要20出头。关键是这台车的驾驶质感好啊，同级别的车子我也是试驾过单纯从底盘质感来讲极星2的水准在30多万的车子这个级别但实际售价却要低得多，难道不觉得这很划算吗，这不就是性价比。
https://k.autohome.com.cn/detail/view_01ge1m3vcy6gv30e1h6gr00000.html#pvareaid=2112108,桉n牡丹,2022-09-28,4,极星2汽车,5,操控本身就是见仁见智的问题，但对极星2的操控我评价还是蛮高的，首先转向力度可以根据自己需要有三档可调，指向性上的话整个车给我的感觉很紧致，但不紧绷。电子助力给到的反馈让整个驾驶变得很轻松，另外值得一说的就是底盘了，支撑性很足，即使速度快一点过弯，车身也能被拉住，有人车合一的感觉。,5,续航里程比预想的好很多，基本上充满电显示560km，市区走走停停的路段掉电不是很快，只有上了高架快速路，掉电速度会增快一点。实际续航里程可以打个8折扣左右，夏天开空调在7折左右，能爬四五百公里对我来说也还算可以接受。,5,外观还是有点跨界轿跑的感觉，有人觉得刚硬的线条不好看，这都是因人而异的吧，至少车身设计能让人感觉出豪华感，类似无边框后视镜、20寸轮毂等等。,4,内饰做工不错，还是符合豪华品牌的感觉。和车辆有关的功能几乎都被集成在中央大屏上，包括用料啥的符合豪华品牌的设定，新车也没有一丁点刺鼻的味道，开起来放心很多。,5,单电机版本，零百加速是7.4s，但实际驾驶下来的感觉并没有想的那么拉垮，估计是电动车的特性，起步、超车还是游刃有余，提速还是嗖嗖的，像陆地小飞机。平时开车也习惯用单踏板模式，也不存在燃油车的扭矩平台，整个动力衔接非常顺滑。,5,说实话这个价位可选的车很多，但真的有豪华品质感和个性化的车，极星2算是很出众的一款。本身就想购买一款有格调的车型，从价格上看，单电机长续航版本的性能最符合我的预期，豪华品牌、精致的做工和设计，开在路上的回头率也很高，喜欢的人还是挺爱不释手的。,5,我一直不明白性价比到底是怎么定义的，比如一件商品的性价比是如果定义的。就拿我这台车说，我的性价比就一定是公认的性价比吗?也不一定吧，所以说性价比还不如直接点问这车值不值得买？那我觉得务实的人肯定是喜欢极星2的，毕竟配置车身用料更厚道，那也有喜欢面子的人可能就为了品牌。总的来说，极星2是值得推荐，毕竟20出头的价格，有大厂做背书产品稳定性包括后期维保更为成熟。最后我想说，性价比还是看个人买车的需求是什么。
https://k.autohome.com.cn/detail/view_01ge13h6qe6gv30dsm6gt00000.html#pvareaid=2112108,钟祥清泉州,2022-09-28,5,极星2汽车,5,极星2汽车,4,电耗大家都别参考我的，我开极星2高性能版肯定开关脚的哈哈哈。所以这个电耗肯定不能看了，不过我也有佛系的时候，一般正常市区开，开空调我的电耗基本在16~17左右，堵车的时候也不变，这就是咱电车的好处。,5,极星2运动的外观加上硕大的卡钳，锻造的轮毂，这车再弄个尾翼就完美了。外观这块真的没得说，而且气门嘴和安全带还是黄色的，真的是气氛拉满了。,4,内饰其实我蛮喜欢的，要屏幕有屏幕，要功能也有功能，并且整体的设计也没有国产车那么拉跨，那么廉价。在保证实用的同时还是有一种豪华感的。很不错,5,我倒是觉得性价比在同级车里应该是蛮强的了，毕竟快的纯电车有很多，但是各方面都是高性能的纯电车很少，你可以说极星2高性能不是最快的，但它一定是最均衡，最好玩的。总之，我觉得花这个钱给我这个乐趣，摸到了超跑的门槛，我觉得已经性价比很高了。,5,你还能找出同级里运动范这么强的高性能纯电车么？而且为什么过了这么就才发口碑，就是想深入的体验之后跟大家分享一个长期的使用体验。而且就光是那个4万的高性能选装包就非常实惠，傻子不买啊。,3,品牌力强，小众。适合小众人群。品牌还需要宣传一下。国际化路线。
https://k.autohome.com.cn/detail/view_01gdygca7m6gv30d9j6gt00000.html#pvareaid=2112108,jzhq碁,2022-09-27,5,极星2是我一个人开的，我一个人觉得这个空间也够了，不止是乘坐空间还有各种储物空间，扩展空间啥的。这个掀背的尾门让后备箱的开口很大，空间更是大了不少，放行李很方便。所以空间这块很满意。,5,极星2汽车,5,"夏天的时候，上车第一件事情就是开空调，停车的时候也是不关的，怠速直接开着空调。就这样我的电耗也就16.5~18KWH/100km,因为平时车上就一个人，所以比较轻，反正这个电耗我可以接受，快充40分钟左右就满了，也方便。",5,外观我感觉不止女孩子，男孩子看了也会有很高的评价，真的，极星的设计真的不会让人失望。这也是30万里最好看的纯电车了，不接受反驳。,4,内饰中规中矩的，优点就是整车内饰用的都是环保材料，没有异味。另一个就是像开头说的，内饰设计有点简单，大屏没有现在的国产车那么炫酷，这点其实我是不在乎的，父母比较关注这个,5,一个是颜值一个是价格吧，30万以里可以买到这样的车，别人都是以为是50万的，而极星2开起来很灵活，在城市里穿梭，停车也都蛮方便的，唯一一个掀背车，放行李的时候很方便，我感觉这车很适合女孩子。,5,我喜欢颜值高，路上稀有，设计好看的车。所以我觉得35万能买极星2这样设计的车我就觉得性价比很高了。至于我父母他们肯定觉得比亚迪，小鹏性价比高，因为那些车有大屏，反正性价比这个东西每个人都有不同的见解，我觉得这个价位买不到更好看的车了呀。,5,极星2汽车
https://k.autohome.com.cn/detail/view_01gdwypw1p6gv30d1m74w00000.html#pvareaid=2112108,xuj2489,2022-09-26,5,极星2汽车,5,极星2汽车,4,平时开车有点开关脚的，又加上开空调，所以电耗会稍微高一点，但是我一个人不代表所有，我见过有哥们开个10~11kwh/100km的，当然那就是很佛系了。相对来说极星2这个车不是很耗电，日常使用在一个可以接受的范围。,5,外观这东西见仁见智吧，每个人的看法不同，但是我觉得极星2蛮帅的，再加上选了一个比较豪华，有欧洲范的颜色，显得更加豪华了。,4,内饰设计很简约，但是看着简约，该有的都有了，液晶仪表可以显示导航，车辆信息，能耗和续航。基本的操作都是在大屏里，而且还有原厂的高德地图和酷狗音乐，用着很方便，到处都是环保材料，摸上去的感觉就不一样。,5,当时看下来感觉路上MODEL 3和P7之类的车太多了，但是自己的预算只有这么多，最后看到了极星2感觉很有个性，另外内饰的配置和智能化这块不比市面上的车差啊，所以最买了，又是同级唯一一个掀背车，综合性很强。,5,以我的角度来看，极星2，一台30万的电车，能有这样的续航，这样的综合表现已经非常不错了，此外，它的颜值还特别高，这应该才是鱼和熊掌兼得的车吧，总之我用下来觉得极星2性价比很高，要是家用的话可以买它。,5,有些人会觉得极星2的性价比不高，但是我觉得它的性价比蛮高，尤其是我加装了高性能套件之后，极星2的性价比跟高了。这个价位可以买到Brembo四活塞的刹车，锻造轮毂，欧林斯的避震，这性价比不高？有些人是觉得电车没有大屏，没有花里胡哨的功能，没有语音助手就性价比不高。那可能每个人都性价比的要求不同吧，总之如果对性能有要求，对操控有追寻的人，但是选择范围又只有电车，那么选择极星2就是性价比最高的电车。
https://k.autohome.com.cn/detail/view_01gbryxjnm6gtkcc9p68rg0000.html#pvareaid=2112108,薰莸同器243,2022-08-31,4,前排空间中规中矩，储物地方正常水平，但提一个意见没有地方放墨镜。后排的储物空间就很少了，基本只有左右两个门板上的储物槽。后备箱空间我觉得还行，掀背的开口很大，进深也可以。最近天气高温，车停在露天车位暴晒，车内温度直线飙升。虽说原厂空调声音有点大，但制冷效果很不错。前排座椅的包裹度也不错并带座椅记忆功能。开起来的感觉也不吵不闹，静音性不错的。,5,它的电机的动力完全能应付日常驾驶了，加速、超车轻松愉悦，毕竟纯电动车起步就能达到峰值扭矩，所以不存在非双电机车型动力很菜的情况，相反持续加速时还得时长注意车别差速了。各种路况的适应能力很强，方向精度高，指哪打哪，底盘稳定性强。避震偏运动，侧向支撑性好，但是代价是过坑会比较直接一些，震感会突出一些。,4,平时市区通勤15-17个左右，充满一次电最多跑了540公里，相当接近原厂数据了。,5,极星2的颜值不用多说，雷神之锤和全黑中网辨识度非常高。整个车身有一种跨界轿跑的感觉，尾部相对车头棱角更多，方正的感觉有点未来汽车的味道。,5,偏冷色系的极简设计算是亮点吧，尽管是极简风但内饰整体感官还是有着一股豪华车该有的味道，比较适合我的审美观吧。新车没异味这一个优良传统保持的非常好，实体按键做的也相当的精致，反正开起来很顺手比特斯拉要好很多,5,之前就是沃尔沃S40的车主，所以对沃尔沃品牌很有感情，之前车子开着就感觉很皮实，安全性也贼高。碰到过几次追尾，车本身也没啥大事，后来想着换个新能源汽车，但是听到了极星2也去试驾了下，驾驶i质感、环保内饰还有很全面的安全性都让我动了心。,5,极星品牌可能知道的人还不错，但从车本身的质感来说，无论是外观内饰还是驾驶起来的感觉，我觉得都要比现在街面上看到的那些车要好很多。如果纯粹追求驾驶乐趣和品质感的话，极星2是个不错的选择，当然车子本身也会有这些那些的不满意，只能说瑕不掩瑜！当你真正开上这台车的的时候，你会发现，真香！,5,在这个价位里，极星2的性价比还是蛮高的，尤其是这个双电机的高性能版，像我这种喜欢性能的人就很适合选一套高性能包。里面的东西在外面买买绝对是超过4万的，所以我觉得很值。还有就是如今这个价位的车型普遍都是轿车，极星2是一个跨界车的设计，既有轿车的操控，又有点SUV的空间表现，有点一举两得意思。总之，这台车不管是一个人开还是家用，都是一个不错的选择。
https://k.autohome.com.cn/detail/view_01gbd4fafa6gtkacss64sg0000.html#pvareaid=2112108,道光誉,2022-08-26,5,空间我自己一个人绝对是够用了，反正买来也就是我一个人用的。所以我感觉空间很宽裕，尤其是后备箱那边，电池都在车底，所以没有占用后备箱空间，放一些大件也可以的。我上面说后排座椅有点直，可能后排灵活性一般，因为角度不能调。但是舒适性这块极星2还是可以的，座椅支撑很足，座椅材质摸上去很丝滑，坐着还蛮贴身的。这个还不舒服的话，那我不知道什么材质才舒服了。,5,电车提速都快的，但是极星2这个动力很稳，提速线性，所以开着没有那种一冲一冲的感觉。反正电机的动力对我来说已经OK了，超车，变线，踩下去就有，而且夏天也没有那些油车一样延迟，动力这块很棒。都说极星2的操控好，开着不像电车，确实是这样的。极星2是我开过为数不多质感像油车的电车，谁说电车就没乐趣的，乐趣这种东西还得是大厂调的才得劲。极星2的底盘很扎实，总之像在电车上找到驾驶乐趣，就选极星2就行了。,4,我觉得这个电耗我也可以接受，我一般代步下来都是17 18KWH/100km。总之电车无论怎么开，成本都是要比油车省的，反正能耗这个东西因人而异，大家有个参考就行了。,5,这个必满星的吧，多少人买这个车就是冲着颜值去的。不过颜值也确实好看，细节和质感都要比同级的车好。一眼看着就是豪华品牌，我反正当时就是被颜值吸引住的。,4,内饰我可能我感觉比普通版本的看上去豪华质感更强，但是普通版的那个环保面料我也蛮喜欢的。主要还是极星2的内饰设计比较简单，没有那种傻乎乎的大屏，看着让人比较舒心。,5,性价比也蛮高的，我觉得吧，性价比这个东西就是因人而异的。有些人想要大屏，想要智能语音的，他们就觉得极星2的屏幕智能性不高了，虽然我也不知道那些玩意能给开车提供啥帮助，但是有些人就是要。我对那些东西不感冒，我自己用下来就感觉极星2蛮好的，有驾驶质感，空间大，用料足，颜值还高。这么多优点，30多万，这样的纯电车性价比还不高么,5,家里有油车家用，代步，所以这台车就是给我自己买的，就是我自己玩，自己开。所以当时看到极星2的颜值之后就直接定了，这个颜值是真的太好看了，买它大概80%就是因为这个外观和设计。,5,性价比无非就是价格和产品对不对等，或者说划不划算。对于我这台车单电机长续航不到30万你说性价比怎么样？没有性价比我也不会选这台车，其实更多时候还是要和同价位的车型对比才有“性价比”一说。极星2无论是价格还是驾驶质感我认为在这个价位区间不说首屈一指也是数一数二的。
https://k.autohome.com.cn/detail/view_01gba3w2aq6gtkac9j70s00000.html#pvareaid=2112108,不爱你的浪子,2022-08-25,4,日常出行没有问题，储物空间中规中矩吧，左右两侧门板的储物容积很大，但车内中央区域就稍微少了一些。另外就是前面提到的后排中央鼓包影响了一定的乘坐空间，并不能说特别满意吧。这里要赞一下极星2的后备箱，采用掀背式开启，行李箱空间比一般车都要大，开口大也容易放置大件物品。内饰用料非常环保，新车也没有任何气味，这是值得点赞的。但是整体偏素的调性不一定所有人都能接受，因人而异吧。乘坐感受的话，前排没有任何问题，座椅包裹性也很好，因为定位是偏运动车型，悬架是偏硬的，在过颠簸路段时震动感会比较强，还有就是后排靠背角度较直，长时间乘坐舒适度一般。,5,双电机车型起步依然要悠着点，不然还是很容易超速的。要超车的话轻点一下电门，车的响应很快很及时，这个动力对我来说已经完全足够，驾驶起来也很有信心，指向型很精准。重心很低，高速过弯的支撑性不错，很有信心。,4,电耗目前夏天开空调在十七个左右，在可以接受的范围内。,5,肌肉感十足的车身配上选装的19寸轮毂，看上去就像一个矫健的型男，雷神之锤的日行灯集成了转向灯功能，开启时非常有精致感。无边框的后视镜应该是整车的点睛之笔，别看体形小巧，但可视面积可一点都不比传统后视镜小。,5,内饰材质用料不错，都是环保可回收的，没有气味。做工上还是偏北欧风格，走的极简风。中央大屏幕尺寸很大，内置的软件不错，整体还算不错。,5,颜值是一方面，驾驶感受挺符合我的选车预期的，不是单一的傻快而是驾驶起来有高级质感，加上续航512km完全满足我市区和短途出行需求，加上路上不多见的个性化造型，直接就相中了。,5,单从极星2的价格来看同级还有不少车可以选择，但综合品牌、做工还有最为关键的品质和驾驶质感，在同级中又很难找到能媲美的车型，所以总体来说极星2还是物有所值的。,5,极星2的性价比还是蛮高的，因为现在这个不到30万的价位买电车，要么就是Model 3要么就是小鹏P7，基本都是烂大街的车，极星2在外观和设计上还是独树一帜，起码买回去回头率很高，和别人与众不同。至于配置和智能化上就看个人需求了，我喜欢开车，所以我会觉得极星2是这个价位内操控最好，底盘和质感最好的纯电车。而那些喜欢配置和智能车机的肯定觉得极星2不行，所以这一点我多说无益，建议喜欢的老铁，都去试驾一下，感受感受。
https://k.autohome.com.cn/detail/view_01gba20q0y6gtkac9h6mv00000.html#pvareaid=2112108,幼南归逸,2022-08-25,5,空间我一家三口人用着绝对是够用了，很多人说电车的空间其实很小，因为都去装电池了。但是极星2的电池是平铺在底盘下面的，后备箱和后排都没有受到影响，空间上我来个五星。极星2坐着还是蛮舒服的，主要要归功于那个Weave Tech材质的座椅，夏天坐着很丝滑，支撑力也够，父母坐后排好像也没说空间小，不舒服啥的。虽然是溜背车，但是后排头部空间也是有保证的。,5,极星2的动力亮点其实不是加速，而且是加速平顺，在跑得快的同时又可以很稳，不像其他电动车那种加速减速很突兀。极限的操控没试过，毕竟开车安全第一，但是通过变道，有时候急打方向，包括一些弯道的时候我可以感受到，极星2的操控质感和跟随性还是不错的，以往的电车开着的感觉就是发飘，方向盘虚位大，但是极星2开着没有这种感觉，方向盘很跟手。,4,最近夏天，所以要一直开空调，电耗会高一点，基本是18~20。但是我平时脚也比较重，这个东西每个人不一样吧，有些人黄金右脚，踩个12 13也有可能。更多的就是一个参考。,5,外观我想没人会给低分吧，毕竟这个外观要是有人再说丑，那我不知道啥车好看了。总之这个外观是我最好看的电车没有之一，直接上图慢慢欣赏吧。,4,内饰设计我觉得也很极简，但是功能很简约，布局上也很干净。第一感觉蛮清爽的，没有国产车内饰的那种廉价感，其他细节上的设计也很周到，比如前挡下面的票据夹，无框后视镜，都是很有个性的设计。,5,当时看过特斯拉Model 3，小鹏P7，感觉都没有什么感觉。后来买极星2的原因一来贪图它的颜值，二来看中它是同级里唯一一个跨界车，感觉乘坐空间和空间扩展性应该比轿车高，果不其然，极星2的后排就是坐着比一般的轿车舒服。,5,其实我倒是觉得33万左右能买到极星2这样的纯电车性价比已经很高了，首先就是颜值在线，这是公认的。这应该是出门回头率最高的电车了，其次就是空间大，空间灵活性高，需要搬个家，跑个长途啥的，这个空间都是够用的，有些电车是车身尺寸数据好看但是内部空间实属不大。另外就是极星2的一些售后服务和关怀方面的，我觉得一台车不止要有售前，售后也是很重要的。极星的售后和一些关怀活动大家都是有目共睹的，所以我觉得极星2很值得买。,5,没有最好，只有更好。就这价位来讲，能买到自己喜欢的车就很难得。虽然同价位选择很多，国产的合资的比比皆是，但是选到一款颜值这么高，又有驾驶乐趣，安全性又突出的车型。
https://k.autohome.com.cn/detail/view_01g8zyn20g6gtk0chh6mt00000.html#pvareaid=2112108,VIaOKaYc151,2022-07-27,5,虽说极星2平时不坐很多人，都是我一个人开，后备箱的东西也很少，但是我还是要打个五星，如果你是想买回去家用，那完全没问题，这个空间绝对是够得，无论是后排还是后备箱，而且又是掀背的跨界车设计，这空间敢说小？,5,终于来到了我最喜欢的动力，这肯定五星啊。这个车动力别说城市里了，高速上，120公里再加速能力都是杠杠的。其实大部分玩车人从油车换到电车都有点失望的，但是我没有失望，反而有点开心。因为这个车提速是真的快！,5,我一直讲为什么没买其他电车，这么说吧，不是其他车不好，是因为车真的就是车，极星2却可以叫玩具，真正属于男人的玩具。这是我开过应该是底盘质感最好的电车了，另外转向也没有很虚，操控很好。,5,我平时脚比较重，大家看我的电耗就参考一下就行了。一般人很少像我这么开，我一般高速巡航16千瓦时左右，脚重有时候到21左右。不过极星2高性能有这样的动力还能保持这样的电耗，已经非常不错了。,4,有些人看到我上面说的，这个车这么快，操控这么好，是不是舒适上就做的不好了。其实不是的，极星2是个很全面的车。首先，座椅用的是一种Weave Tech的材质，好像是潜水服上经常用，反正防尘防水效果蛮好的。坐上去的感觉是丝滑，包裹也可以，不过也有吐槽，就是这个座椅坐久了好像支撑有点不行，有点硬。其他的都还不错，后排头部空间很高，后排的隆起也不是很高。,5,这个车其实最好看的就是外观了，当时买车的时候销售说这个车小姐姐买的多。基本都是冲着颜值去的，另外这个车标也太低调了，和车身同色，哈哈哈，总之极星2这个外观在同级车里没输过,4,可能这个东西萝卜青菜，但是极星2的内饰就是我喜欢的那种，我不喜欢满车都是大屏，也不喜欢到处都是语音助手啥的。我更喜欢自己操作，自己去参与之类的。所以极星2的内饰设计简约，是我喜欢的，中控操作也简单，很建议感兴趣的小伙伴去看看实车。,5,我是挺推荐极星2的，从价位上看能买到富有设计感和驾驶乐趣的电动车其实并不多，而且内饰环保性和家用空间性都能满足日常需求，所以想要一款有个性或者彰显自己品味的车，极星2就是一个值得推荐的选择。
https://k.autohome.com.cn/detail/view_01g8zx2s376gtk0chg70w00000.html#pvareaid=2112108,离我者羞花,2022-07-27,5,我买极星2是家用的，家里就这一台车，用下来空间上一定要给个好评，要给设计师加个鸡腿。因为很多纯电车不是把电池放在后备箱就是后排乘客下面，但是极星2是放在中间，放在底盘上的，所以不管是后备箱还是后排空间都很大。空间妥妥的。,5,在城市里，哦不是，应该在哪都够用了。基本开下来就是随踩随有，夏天也不像油车一样有延迟。这个动力我是觉得非常充沛了，要是还有人觉得不够.....嗯，行吧，建议买个火箭。,5,极星2的操控真的不错的，这点我要着重说说，这应该是我开过电车里最有驾驶乐趣和底盘质感的了，当然，是在这个价位内。反正当时买车的时候开过小鹏，开过蔚来都没有极星2开起来这种精准的感觉，底盘反馈也是不一样的，这点建议大家去开开。,5,我平时基本都是16 17左右的电耗，这个动力在城市里也不敢大踩，所以只有偶尔路上车少的时候自己嗨一把，平时还是蛮佛系的，基本上我上班四天充一次电，大家放心，这个虽然动力强，但不是什么电老虎。,4,刚刚说了，虽然极星2用的是Weave Tech的材质，好像是潜水服上经常用。平时打理起来很方便，防尘防水效果好。而且摸上去也丝滑，但是坐久了好像支撑不是很好，有点硬，跑长途要多休息，其他就还好，后排头部空间大，隆起也不高。,5,外观当然是同级无敌，其他电车都是什么呀。看完极星2再看其他电车那真的一点设计都没。关键极星2不仅是那种一眼好看的车型，而且还耐看，我看了半年了，还没看腻,4,刚买回来的时候父母说好像没有大屏，没有什么娱乐系统，我说开车呢，要那些干嘛啊。所以极星2的内饰很合我的胃口，其他人就不知道了。而且极星2还有个优点就是，由于内饰用的都是环保材料，所以新车当时买回来没啥异味，这点不错。,5,总体性价比我觉得是蛮高的，因为我买车的时候还是货比三家的，所以我觉得有发言权，而且有课参考性。从售价来说，极星2的定位还是较低的，稍微努努力就能够得着这样一台和沃尔沃同宗同源的纯电车。这是低一点，也就是从品牌的造车工艺上，极星是有很深厚的底子。从安全配置角度，极星2全系没有因为高低配而减少安全方面的配置，可以对比下看我说的对不对，也就是说对安全的重视在极星2上不分高低配。这样一台站在用户角度出发的新能源车你能说它的性价比差吗？
https://k.autohome.com.cn/detail/view_01g70qprts6gt3adsk6wwg0000.html#pvareaid=2112108,明清松狮苑yuan,2022-07-03,5,一般般，比上不足比下有余。但比较有意思的是特斯拉的model 3号称中型车对标应该是宝马3系，迈特，雅阁这类的，但是实际空间还不如我这台极星2，内部空间我觉得极星2比特斯拉要好点。家用当然还是宽敞点好，当然了能上中型或者中大型更好，同样的价格也会提高不少，整体来说极星2的空间不管是乘坐还是储物都够用！,5,毕竟是纯电车最不用担心的就是动力，哈哈，不说同行比就燃油车来说足以吊打一大部分。起步非常给力，加速很丝滑没有任何的顿挫感，非常线性直接。尤其是起步的时候很爽，当然中后段也有力气，家用么完全足够了。,5,开着极星2很爽，一直开一直爽。方向盘很轻盈开起来很舒服，还有充沛的动力提供，所以轻踩电门这台车就能给人很不错的加速感受，从底盘方面来说，极星2采用CMA架构来自沃尔沃的，调教非常高级，底盘表现出的厚重感个人十分喜欢，尤其是在对比之后感受非常深刻，还有这套底盘的支撑性非常不错，对车身的稳定性有很大的帮助，特别是高速变道的时候，这是我理解的操控。,4,可能因为电费便宜的关系，基本没怎么关注过电耗，反正怎么舒服怎么来，总不能买个车回来因为能耗当个“爷”供着吧。目前表现在17kwh/100km左右浮动，对于单电机长续航算是比较平均的一个能耗表现吧，也有车友比我跑的低的，双电机的话应该会高一些，其实能耗的参考意义不大，毕竟能被影响的因素有很多。,4,舒适性比较适中，不算是太舒服的因为极星2还有点偏操控的运动感，但是底盘调教的没话说，平衡了一部分运动感，所以论乘坐的舒适度还是可以的，底盘比较有韧性。再就是极星2的座椅还不错有支撑性不是那种软塌塌的感觉，长时间乘坐这种舒适度很明显，另外座椅和方向盘都带有座椅加热功能，舒适性也提升不少。,5,整体比较有设计感，这是我对它的第一印象。极星2的外观属于时尚大气型的，而我之前试驾的特斯拉属于超未来的，两种不同的风格外形设计，说到底还是主观因素比较多。而极星2这种具有设计感是比较让人更容易接受的，年轻化不复杂，谁又能拒绝一个阳光帅气的外形呢。,5,和外观一样采用极简主义但很有设计感，并且内饰非常环保，全车没有一处动物成分且座椅材质还是类似潜水服那种具有防水耐脏特性。关键是我这套织布的内饰竟然很有高级感并不显得俗气，这就和车内很多富有设计感有关系了，比如较为立体的中控、镂空的电子档把、发光的极星LOGO等等。,5,目前纯电动轿车市场里，极星2还是很有性价比的。首先是单电机标续进一步拉低了纯电之旅的门槛，让更多人可以感受到纯电动车的魅力，对于续航有要求的，像我这样可以选择单电机长续航，毕竟价格是在30万内，其他车型长续航的基本都超30了。而且极星2还有性能版可以选着，那些对操控有更高要求的可以选这款，关键是安全配置在极星车上不分高低配的，你说有没有性价比？
https://k.autohome.com.cn/detail/view_01g6y5t25d6gt3adhh70sg0000.html#pvareaid=2112108,直陕晃党只救42,2022-07-02,5,极星2的空间一定要给个好评，很多纯电车不是把电池放在后备箱就是放在底盘，极星2不管是后备箱还是后排空间都很大，而且后备箱下面还有一层，扩展能力很强。我觉得家用这个车都可以。,5,基本在城市里用已经够用了，比一般的电车数据要好看，响应快，我也说了极星2的优势是操控和质感方面，其他比它快的电车，驾驶乐趣未必有它好。我也一直觉得一个东西均衡才是最适合的，所以极星2的动力配合上这个底盘，我觉得刚刚好。,5,终于来到了操控，一直说的就是操控，建议喜欢极星2的都去开开看，真的和其他电车不一样。轮胎宽度245，抓地力好，前驱，稳定性高。而且19寸的轮毂整体视觉感受也非常饱满。总之开着极星2不用担心像其他电车那样难以驾驭，极星2的操控还是很跟手的。,5,我目前开下来基本都是16 17个电左右，有时候踩的猛了，会到18。不过换了电车之后就没油车这么关注能耗了。我相信这个东西也是因人而异的，相比现在的油价，肯定用电成本更低。,4,极星2的座椅用的是一种Weave Tech的材质，好像是潜水服上经常用，反正防尘防水效果蛮好的。座椅丝滑是丝滑，包裹也可以，但是坐久了好像支撑有点不行，有点硬。其他的，空间啊都还不错，另外后排的隆起也不是很高。,5,颜值，颜值，颜值，极星2这个车最棒的就是颜值了吧，这不得打满分？极简的设计，和沃尔沃一样的雷神之锤大灯。就是这个LOGO太低调了，无论买什么颜色的车，LOGO都是同色，极星，要不要这么低调啊,4,我觉得内饰设计的不浮夸，也不落伍。就是紧跟潮流的那种，有屏幕，但是又没有像现在的国产车那样铺天盖地的大屏，而且风格设计有自己的特点，这也是当时为啥买极星2的原因，有特点，有个性。,5,性价比这玩意不好讲，在意品牌肯定吃否定意见，但从一分钱一分货来说，极星2是非常不错的，从环保的理念到安全配置全系部分高低配，也就是说安全始终是极星放在第一位的，不存在应为高低配而减少安全配置，凭这点我觉得就该支持。并且还有很多性价比很不错的选择包可以选择，价格也比较实在，虽然单价看着有点高，但是里面包含的配置是真的丰富，我也选装了如果极星的车主应该一眼就能看出来是啥选装包。
